state,district,pincode,demo_age_5_17,demo_age_17_,total
Andhra Pradesh,Guntur,522508,1,9,10
Andhra Pradesh,Guntur,522509,2,16,18
Andhra Pradesh,Guntur,522510,0,1,1
Andhra Pradesh,Guntur,522529,1,9,10
Andhra Pradesh,Guntur,522611,1,2,3
Andhra Pradesh,Guntur,522613,1,8,9
Andhra Pradesh,Guntur,522614,1,9,10
Andhra Pradesh,Guntur,522626,0,2,2
Andhra Pradesh,Guntur,522646,1,6,7
Andhra Pradesh,Guntur,522649,1,6,7
Andhra Pradesh,Guntur,522659,1,2,3
Andhra Pradesh,Guntur,522660,1,6,7
Andhra Pradesh,Guntur,522661,0,2,2
Andhra Pradesh,Guntur,522663,1,3,4
Andhra Pradesh,Hyderabad,500002,5,34,39
Andhra Pradesh,Hyderabad,500003,4,23,27
Andhra Pradesh,Hyderabad,500004,2,11,13
Andhra Pradesh,Hyderabad,500007,1,6,7
Andhra Pradesh,Hyderabad,500010,4,21,25
Andhra Pradesh,Hyderabad,500012,2,12,14
Andhra Pradesh,Hyderabad,500017,2,15,17
Andhra Pradesh,Hyderabad,500023,6,48,54
Andhra Pradesh,Hyderabad,500024,3,20,23
Andhra Pradesh,Hyderabad,500026,2,10,12
Andhra Pradesh,Hyderabad,500028,11,75,86
Andhra Pradesh,Hyderabad,500033,1,5,6
Andhra Pradesh,Hyderabad,500034,3,23,26
Andhra Pradesh,Hyderabad,500038,1,8,9
Andhra Pradesh,Hyderabad,500040,2,11,13
Andhra Pradesh,Hyderabad,500044,2,12,14
Andhra Pradesh,Hyderabad,500053,21,131,152
Andhra Pradesh,Hyderabad,500059,12,80,92
Andhra Pradesh,Hyderabad,500065,3,15,18
Andhra Pradesh,Hyderabad,500080,1,8,9
Andhra Pradesh,Hyderabad,500081,1,5,6
Andhra Pradesh,Hyderabad,500093,1,0,1
Andhra Pradesh,Hyderabad,500094,2,9,11
Andhra Pradesh,K.V.Rangareddy,501509,2,10,12
Andhra Pradesh,K.V.Rangareddy,501510,4,19,23
Andhra Pradesh,Kakinada,533001,3,20,23
Andhra Pradesh,Kakinada,533004,1,4,5
Andhra Pradesh,Kakinada,533005,6,39,45
Andhra Pradesh,Kakinada,533006,2,12,14
Andhra Pradesh,Kakinada,533260,1,3,4
Andhra Pradesh,Kakinada,533401,3,19,22
Andhra Pradesh,Kakinada,533406,2,11,13
Andhra Pradesh,Kakinada,533407,1,10,11
Andhra Pradesh,Kakinada,533408,1,7,8
Andhra Pradesh,Kakinada,533431,1,10,11
Andhra Pradesh,Kakinada,533434,1,10,11
Andhra Pradesh,Kakinada,533435,3,18,21
Andhra Pradesh,Kakinada,533437,4,29,33
Andhra Pradesh,Kakinada,533440,1,10,11
Andhra Pradesh,Kakinada,533447,0,3,3
Andhra Pradesh,Kakinada,533450,2,22,24
Andhra Pradesh,Kakinada,533462,1,5,6
Andhra Pradesh,Kakinada,533463,1,6,7
Andhra Pradesh,Kakinada,533468,1,10,11
Andhra Pradesh,Karimnagar,505209,2,14,16
Andhra Pradesh,Karimnagar,505215,0,3,3
Andhra Pradesh,Karimnagar,505326,1,7,8
Andhra Pradesh,Karimnagar,505186,0,6,6
Andhra Pradesh,Karimnagar,505325,1,10,11
Andhra Pradesh,Karimnagar,505415,1,10,11
Andhra Pradesh,Karimnagar,505445,1,6,7
Andhra Pradesh,Karimnagar,505451,1,9,10
Andhra Pradesh,Karimnagar,505453,1,7,8
Andhra Pradesh,Karimnagar,505455,0,4,4
Andhra Pradesh,Karimnagar,505466,1,5,6
Andhra Pradesh,Karimnagar,505468,1,11,12
Andhra Pradesh,Karimnagar,505470,1,11,12
Andhra Pradesh,Karimnagar,505472,0,2,2
Andhra Pradesh,Karimnagar,505473,1,9,10
Andhra Pradesh,Karimnagar,505490,1,8,9
Andhra Pradesh,Karimnagar,505502,1,11,12
Andhra Pradesh,Karimnagar,505505,1,10,11
Andhra Pradesh,Karimnagar,505524,1,7,8
Andhra Pradesh,Khammam,507001,3,18,21
Andhra Pradesh,Khammam,507002,6,35,41
Andhra Pradesh,Khammam,507103,0,1,1
Andhra Pradesh,Khammam,507111,1,8,9
Andhra Pradesh,Khammam,507116,1,6,7
Andhra Pradesh,Khammam,507118,0,3,3
Andhra Pradesh,Khammam,507119,0,2,2
Andhra Pradesh,Khammam,507124,2,8,10
Andhra Pradesh,Khammam,507128,1,4,5
Andhra Pradesh,Khammam,507136,2,12,14
Andhra Pradesh,Khammam,507138,0,1,1
Andhra Pradesh,Khammam,507140,1,6,7
Andhra Pradesh,Khammam,507154,0,2,2
Andhra Pradesh,Khammam,507157,1,6,7
Andhra Pradesh,Khammam,507161,3,14,17
Andhra Pradesh,Khammam,507164,2,12,14
Andhra Pradesh,Khammam,507165,3,11,14
Andhra Pradesh,Khammam,507166,2,12,14
Andhra Pradesh,Khammam,507168,1,6,7
Andhra Pradesh,Khammam,507204,1,6,7
Andhra Pradesh,Khammam,507208,2,14,16
Andhra Pradesh,Khammam,507210,1,6,7
Andhra Pradesh,Khammam,507211,2,11,13
Andhra Pradesh,Khammam,507301,2,8,10
Andhra Pradesh,Khammam,507302,2,12,14
Andhra Pradesh,Khammam,507304,1,2,3
Andhra Pradesh,Khammam,507305,2,9,11
Andhra Pradesh,Khammam,507306,2,11,13
Andhra Pradesh,Krishna,520001,4,30,34
Andhra Pradesh,Krishna,520007,4,31,35
Andhra Pradesh,Krishna,520011,1,8,9
Andhra Pradesh,Krishna,520012,5,37,42
Andhra Pradesh,Krishna,521001,6,61,67
Andhra Pradesh,Krishna,521002,1,9,10
Andhra Pradesh,Krishna,521003,0,1,1
Andhra Pradesh,Krishna,521101,3,22,25
Andhra Pradesh,Krishna,521102,0,4,4
Andhra Pradesh,Krishna,521106,1,4,5
Andhra Pradesh,Krishna,521107,0,2,2
Andhra Pradesh,Krishna,521109,0,3,3
Andhra Pradesh,Krishna,521110,1,9,10
Andhra Pradesh,Krishna,521120,1,15,16
Andhra Pradesh,Krishna,521121,2,14,16
Andhra Pradesh,Krishna,521125,1,4,5
Andhra Pradesh,Krishna,521126,1,7,8
Andhra Pradesh,Krishna,521130,0,2,2
Andhra Pradesh,Krishna,521131,1,4,5
Andhra Pradesh,Krishna,521132,0,3,3
Andhra Pradesh,Krishna,521133,0,2,2
Andhra Pradesh,Krishna,521135,0,2,2
Andhra Pradesh,Krishna,521136,1,2,3
Andhra Pradesh,Krishna,521137,4,34,38
Andhra Pradesh,Krishna,521138,0,2,2
Andhra Pradesh,Krishna,521139,1,10,11
Andhra Pradesh,Krishna,521148,0,2,2
Andhra Pradesh,Krishna,521149,0,2,2
Andhra Pradesh,Krishna,521150,0,3,3
Andhra Pradesh,Krishna,521151,4,30,34
Andhra Pradesh,Krishna,521153,0,1,1
Andhra Pradesh,Krishna,521156,0,2,2
Andhra Pradesh,Krishna,521157,1,8,9
Andhra Pradesh,Krishna,521158,0,1,1
Andhra Pradesh,Krishna,521162,0,2,2
Andhra Pradesh,Krishna,521163,1,4,5
Andhra Pradesh,Krishna,521164,0,3,3
Andhra Pradesh,Krishna,521165,3,18,21
Andhra Pradesh,Krishna,521170,1,4,5
Andhra Pradesh,Krishna,521180,1,10,11
Andhra Pradesh,Krishna,521181,1,5,6
Andhra Pradesh,Krishna,521182,1,7,8
Andhra Pradesh,Krishna,521183,0,3,3
Andhra Pradesh,Krishna,521190,1,8,9
Andhra Pradesh,Krishna,521207,0,3,3
Andhra Pradesh,Krishna,521211,1,9,10
Andhra Pradesh,Krishna,521212,1,5,6
Andhra Pradesh,Krishna,521214,1,8,9
Andhra Pradesh,Krishna,521215,1,8,9
Andhra Pradesh,Krishna,521227,2,13,15
Andhra Pradesh,Krishna,521228,1,4,5
Andhra Pradesh,Krishna,521229,1,5,6
Andhra Pradesh,Krishna,521245,0,3,3
Andhra Pradesh,Krishna,521246,0,2,2
Andhra Pradesh,Krishna,521247,0,3,3
Andhra Pradesh,Krishna,521250,1,4,5
Andhra Pradesh,Krishna,521256,0,3,3
Andhra Pradesh,Krishna,521260,0,3,3
Andhra Pradesh,Krishna,521261,0,2,2
Andhra Pradesh,Krishna,521263,0,3,3
Andhra Pradesh,Krishna,521286,1,7,8
Andhra Pradesh,Krishna,521301,10,71,81
Andhra Pradesh,Krishna,521311,0,2,2
Andhra Pradesh,Krishna,521312,0,2,2
Andhra Pradesh,Krishna,521321,1,6,7
Andhra Pradesh,Krishna,521322,0,2,2
Andhra Pradesh,Krishna,521323,0,2,2
Andhra Pradesh,Krishna,521324,4,31,35
Andhra Pradesh,Krishna,521326,0,2,2
Andhra Pradesh,Krishna,521327,0,3,3
Andhra Pradesh,Krishna,521328,1,10,11
Andhra Pradesh,Krishna,521330,0,2,2
Andhra Pradesh,Krishna,521331,1,3,4
Andhra Pradesh,Krishna,521332,0,2,2
Andhra Pradesh,Krishna,521343,1,4,5
Andhra Pradesh,Krishna,521344,1,6,7
Andhra Pradesh,Krishna,521345,0,3,3
Andhra Pradesh,Krishna,521356,0,3,3
Andhra Pradesh,Krishna,521366,2,16,18
Andhra Pradesh,Krishna,521369,1,4,5
Andhra Pradesh,Krishna,521390,0,1,1
Andhra Pradesh,Krishna,521401,1,9,10
Andhra Pradesh,Krishna,521402,1,5,6
Andhra Pradesh,Krishna,521403,1,7,8
Andhra Pradesh,Krishna,521457,0,2,2
Andhra Pradesh,Kurnool,518001,21,117,138
Andhra Pradesh,Kurnool,518002,23,110,133
Andhra Pradesh,Kurnool,518003,23,113,136
Andhra Pradesh,Kurnool,518004,7,31,38
Andhra Pradesh,Kurnool,518005,0,2,2
Andhra Pradesh,Kurnool,518006,2,8,10
Andhra Pradesh,Kurnool,518007,1,4,5
Andhra Pradesh,Kurnool,518102,0,3,3
Andhra Pradesh,Kurnool,518112,1,5,6
Andhra Pradesh,Kurnool,518123,2,8,10
Andhra Pradesh,Kurnool,518134,1,8,9
Andhra Pradesh,Kurnool,518135,1,6,7
Andhra Pradesh,Kurnool,518145,0,2,2
Andhra Pradesh,Kurnool,518186,0,1,1
Andhra Pradesh,Kurnool,518206,1,2,3
Andhra Pradesh,Kurnool,518216,4,19,23
Andhra Pradesh,Kurnool,518217,1,12,13
Andhra Pradesh,Kurnool,518218,3,12,15
Andhra Pradesh,Kurnool,518222,8,39,47
Andhra Pradesh,Kurnool,518225,3,13,16
Andhra Pradesh,Kurnool,518301,18,105,123
Andhra Pradesh,Kurnool,518302,4,22,26
Andhra Pradesh,Kurnool,518308,2,11,13
Andhra Pradesh,Kurnool,518313,11,66,77
Andhra Pradesh,Kurnool,518319,3,13,16
Andhra Pradesh,Kurnool,518323,4,22,26
Andhra Pradesh,Kurnool,518333,1,5,6
Andhra Pradesh,Kurnool,518343,1,8,9
Andhra Pradesh,Kurnool,518344,6,41,47
Andhra Pradesh,Kurnool,518345,2,13,15
Andhra Pradesh,Kurnool,518346,2,13,15
Andhra Pradesh,Kurnool,518347,3,19,22
Andhra Pradesh,Kurnool,518348,2,14,16
Andhra Pradesh,Kurnool,518349,0,1,1
Andhra Pradesh,Kurnool,518350,3,15,18
Andhra Pradesh,Kurnool,518360,17,85,102
Andhra Pradesh,Kurnool,518380,7,34,41
Andhra Pradesh,Kurnool,518385,3,18,21
Andhra Pradesh,Kurnool,518390,2,14,16
Andhra Pradesh,Kurnool,518395,7,31,38
Andhra Pradesh,Kurnool,518396,1,14,15
Andhra Pradesh,Kurnool,518442,1,2,3
Andhra Pradesh,Kurnool,518462,3,14,17
Andhra Pradesh,Kurnool,518463,8,35,43
Andhra Pradesh,Kurnool,518464,2,13,15
Andhra Pradesh,Kurnool,518465,5,23,28
Andhra Pradesh,Kurnool,518466,3,15,18
Andhra Pradesh,Kurnool,518467,2,10,12
Andhra Pradesh,Kurnool,518468,6,30,36
Andhra Pradesh,Kurnool,518508,1,5,6
Andhra Pradesh,Kurnool,518511,1,5,6
Andhra Pradesh,Kurnool,518513,1,2,3
Andhra Pradesh,Kurnool,518543,4,19,23
Andhra Pradesh,Kurnool,518553,2,9,11
Andhra Pradesh,Kurnool,518573,1,3,4
Andhra Pradesh,Kurnool,518583,2,5,7
Andhra Pradesh,Kurnool,518593,1,3,4
Andhra Pradesh,Kurnool,518594,1,4,5
Andhra Pradesh,Kurnool,518598,1,3,4
Andhra Pradesh,Mahbubnagar,509128,4,15,19
Andhra Pradesh,Mahbubnagar,509129,2,8,10
Andhra Pradesh,Mahbubnagar,509204,3,11,14
Andhra Pradesh,Mahbubnagar,509205,2,10,12
Andhra Pradesh,Mahbubnagar,509215,1,5,6
Andhra Pradesh,Mahbubnagar,509301,3,13,16
Andhra Pradesh,Mahbubnagar,509338,2,13,15
Andhra Pradesh,Mahbubnagar,509353,1,8,9
Andhra Pradesh,Mahbubnagar,509357,1,8,9
Andhra Pradesh,Mahbubnagar,509358,1,6,7
Andhra Pradesh,Mahbubnagar,509360,1,7,8
Andhra Pradesh,Mahbubnagar,509102,3,19,22
Andhra Pradesh,Mahbubnagar,509103,4,16,20
Andhra Pradesh,Mahbubnagar,509104,4,16,20
Andhra Pradesh,Mahbubnagar,509126,3,9,12
Andhra Pradesh,Mahbubnagar,509203,2,7,9
Andhra Pradesh,Mahbubnagar,509206,3,16,19
Andhra Pradesh,Mahbubnagar,509309,0,1,1
Andhra Pradesh,Mahbubnagar,509325,4,20,24
Andhra Pradesh,Mahbubnagar,509339,1,6,7
Andhra Pradesh,Mahbubnagar,509371,3,10,13
Andhra Pradesh,Mahbubnagar,509381,4,15,19
Andhra Pradesh,Mahbubnagar,509382,5,17,22
Andhra Pradesh,Mahbubnagar,509409,1,6,7
Andhra Pradesh,Medak,502107,1,6,7
Andhra Pradesh,Medak,502110,1,11,12
Andhra Pradesh,Medak,502115,1,7,8
Andhra Pradesh,Medak,502117,1,4,5
Andhra Pradesh,Medak,502220,3,12,15
Andhra Pradesh,Medak,502228,1,3,4
Andhra Pradesh,Medak,502251,1,3,4
Andhra Pradesh,Medak,502256,1,3,4
Andhra Pradesh,Medak,502278,5,25,30
Andhra Pradesh,Medak,502286,4,16,20
Andhra Pradesh,Medak,502291,2,10,12
Andhra Pradesh,Medak,502295,1,5,6
Andhra Pradesh,Medak,502306,1,4,5
Andhra Pradesh,Medak,502311,1,3,4
Andhra Pradesh,Medak,502318,1,4,5
Andhra Pradesh,Medak,502324,0,1,1
Andhra Pradesh,Medak,502325,1,5,6
Andhra Pradesh,N. T. R,520002,0,3,3
Andhra Pradesh,N. T. R,520003,2,16,18
Andhra Pradesh,N. T. R,520004,1,11,12
Andhra Pradesh,N. T. R,520008,1,6,7
Andhra Pradesh,N. T. R,520010,2,12,14
Andhra Pradesh,N. T. R,520013,2,18,20
Andhra Pradesh,N. T. R,520015,5,36,41
Andhra Pradesh,N. T. R,521104,0,3,3
Andhra Pradesh,N. T. R,521108,2,15,17
Andhra Pradesh,N. T. R,521175,2,17,19
Andhra Pradesh,N. T. R,521178,1,4,5
Andhra Pradesh,N. T. R,521185,4,27,31
Andhra Pradesh,N. T. R,521225,1,10,11
Andhra Pradesh,N. T. R,521226,0,1,1
Andhra Pradesh,N. T. R,521230,2,15,17
Andhra Pradesh,N. T. R,521235,2,9,11
Andhra Pradesh,N. T. R,521241,0,3,3
Andhra Pradesh,N. T. R,521456,1,10,11
Andhra Pradesh,Nalgonda,508111,1,9,10
Andhra Pradesh,Nalgonda,508204,4,27,31
Andhra Pradesh,Nalgonda,508210,1,9,10
Andhra Pradesh,Nalgonda,508211,3,24,27
Andhra Pradesh,Nalgonda,508217,1,11,12
Andhra Pradesh,Nalgonda,508218,2,14,16
Andhra Pradesh,Nalgonda,508233,1,11,12
Andhra Pradesh,Nalgonda,508234,1,9,10
Andhra Pradesh,Nalgonda,508243,3,19,22
Andhra Pradesh,Nalgonda,508246,4,22,26
Andhra Pradesh,Nalgonda,508248,4,24,28
Andhra Pradesh,Nalgonda,508250,1,13,14
Andhra Pradesh,Nalgonda,508255,1,16,17
Andhra Pradesh,Nalgonda,508256,1,13,14
Andhra Pradesh,Nalgonda,508266,2,12,14
Andhra Pradesh,Nalgonda,508278,1,9,10
Andhra Pradesh,Nalgonda,508279,1,7,8
Andhra Pradesh,Nalgonda,508280,1,19,20
Andhra Pradesh,Nalgonda,508355,1,11,12
Andhra Pradesh,Nalgonda,508374,1,11,12
Andhra Pradesh,Nandyal,518010,2,11,13
Andhra Pradesh,Nandyal,518101,0,2,2
Andhra Pradesh,Nandyal,518122,2,7,9
Andhra Pradesh,Nandyal,518124,4,17,21
Andhra Pradesh,Nandyal,518155,1,2,3
Andhra Pradesh,Nandyal,518165,1,2,3
Andhra Pradesh,Nandyal,518166,1,3,4
Andhra Pradesh,Nandyal,518176,1,3,4
Andhra Pradesh,Nandyal,518196,1,3,4
Andhra Pradesh,Nandyal,518220,1,5,6
Andhra Pradesh,Nandyal,518221,2,6,8
Andhra Pradesh,Nandyal,518401,5,20,25
Andhra Pradesh,Nandyal,518405,2,6,8
Andhra Pradesh,Nandyal,518411,1,4,5
Andhra Pradesh,Nandyal,518412,1,6,7
Andhra Pradesh,Nandyal,518422,7,27,34
Andhra Pradesh,Nandyal,518432,1,3,4
Andhra Pradesh,Nandyal,518452,2,10,12
Andhra Pradesh,Nandyal,518501,11,54,65
Andhra Pradesh,Nandyal,518502,2,14,16
Andhra Pradesh,Nandyal,518510,0,3,3
Andhra Pradesh,Nandyal,518512,1,3,4
Andhra Pradesh,Nandyal,518523,1,4,5
Andhra Pradesh,Nandyal,518533,2,8,10
Andhra Pradesh,Nandyal,518563,1,4,5
Andhra Pradesh,Nandyal,518599,3,14,17
Andhra Pradesh,Nandyal,518674,0,2,2
Andhra Pradesh,Nellore,524101,1,12,13
Andhra Pradesh,Nellore,524121,1,13,14
Andhra Pradesh,Nellore,524123,1,7,8
Andhra Pradesh,Nellore,524124,0,2,2
Andhra Pradesh,Nellore,524126,1,13,14
Andhra Pradesh,Nellore,524127,1,4,5
Andhra Pradesh,Nellore,524129,1,6,7
Andhra Pradesh,Nellore,524142,1,7,8
Andhra Pradesh,Nellore,524203,0,2,2
Andhra Pradesh,Nellore,524218,1,6,7
Andhra Pradesh,Nellore,524221,0,3,3
Andhra Pradesh,Nellore,524222,1,3,4
Andhra Pradesh,Nellore,524223,1,5,6
Andhra Pradesh,Nellore,524224,1,5,6
Andhra Pradesh,Nellore,524225,0,3,3
Andhra Pradesh,Nellore,524227,0,3,3
Andhra Pradesh,Nellore,524239,0,3,3
Andhra Pradesh,Nellore,524301,0,2,2
Andhra Pradesh,Nellore,524302,0,6,6
Andhra Pradesh,Nellore,524303,0,3,3
Andhra Pradesh,Nellore,524304,0,3,3
Andhra Pradesh,Nellore,524305,1,12,13
Andhra Pradesh,Nellore,524306,1,4,5
Andhra Pradesh,Nellore,524308,1,7,8
Andhra Pradesh,Nellore,524309,1,6,7
Andhra Pradesh,Nellore,524314,1,6,7
Andhra Pradesh,Nellore,524316,0,3,3
Andhra Pradesh,Nellore,524320,1,5,6
Andhra Pradesh,Nellore,524322,1,7,8
Andhra Pradesh,Nellore,524342,0,2,2
Andhra Pradesh,Nellore,524343,1,10,11
Andhra Pradesh,Nellore,524345,1,6,7
Andhra Pradesh,Nellore,524402,1,4,5
Andhra Pradesh,Nellore,524403,1,7,8
Andhra Pradesh,Nellore,524404,1,6,7
Andhra Pradesh,Nellore,524405,1,7,8
Andhra Pradesh,Nellore,524406,0,4,4
Andhra Pradesh,Nellore,524408,1,6,7
Andhra Pradesh,Nellore,524410,0,3,3
Andhra Pradesh,Nellore,524411,0,4,4
Andhra Pradesh,Nellore,524413,0,3,3
Andhra Pradesh,Nellore,524414,0,3,3
Andhra Pradesh,Nellore,524421,1,7,8
Andhra Pradesh,Nizamabad,503002,3,14,17
Andhra Pradesh,Nizamabad,503114,2,7,9
Andhra Pradesh,Nizamabad,503144,2,12,14
Andhra Pradesh,Nizamabad,503164,4,16,20
Andhra Pradesh,Nizamabad,503165,4,15,19
Andhra Pradesh,Nizamabad,503174,0,1,1
Andhra Pradesh,Nizamabad,503186,1,6,7
Andhra Pradesh,Nizamabad,503201,1,4,5
Andhra Pradesh,Nizamabad,503206,1,7,8
Andhra Pradesh,Nizamabad,503212,4,20,24
Andhra Pradesh,Nizamabad,503213,2,9,11
Andhra Pradesh,Nizamabad,503230,3,12,15
Andhra Pradesh,Nizamabad,503245,2,10,12
Andhra Pradesh,Nizamabad,503305,2,6,8
Andhra Pradesh,Palnadu,522233,1,6,7
Andhra Pradesh,Palnadu,522234,1,3,4
Andhra Pradesh,Palnadu,522403,2,19,21
Andhra Pradesh,Palnadu,522408,1,6,7
Andhra Pradesh,Palnadu,522426,2,12,14
Andhra Pradesh,Palnadu,522436,1,5,6
Andhra Pradesh,Palnadu,522549,1,9,10
Andhra Pradesh,Palnadu,522601,6,43,49
Andhra Pradesh,Palnadu,522603,1,6,7
Andhra Pradesh,Palnadu,522612,2,9,11
Andhra Pradesh,Palnadu,522615,2,18,20
Andhra Pradesh,Palnadu,522616,6,39,45
Andhra Pradesh,Palnadu,522617,1,4,5
Andhra Pradesh,Palnadu,522619,1,4,5
Andhra Pradesh,Palnadu,522647,5,26,31
Andhra Pradesh,Palnadu,522657,1,7,8
Andhra Pradesh,Palnadu,522658,1,3,4
Andhra Pradesh,Parvathipuram Manyam,532443,3,9,12
Andhra Pradesh,Parvathipuram Manyam,532456,1,5,6
Andhra Pradesh,Parvathipuram Manyam,532462,1,3,4
Andhra Pradesh,Parvathipuram Manyam,535463,1,4,5
Andhra Pradesh,Parvathipuram Manyam,535501,2,12,14
Andhra Pradesh,Parvathipuram Manyam,535502,0,1,1
Andhra Pradesh,Parvathipuram Manyam,535521,3,10,13
Andhra Pradesh,Parvathipuram Manyam,535523,1,6,7
Andhra Pradesh,Parvathipuram Manyam,535524,1,5,6
Andhra Pradesh,Parvathipuram Manyam,535526,1,5,6
Andhra Pradesh,Parvathipuram Manyam,535527,1,4,5
Andhra Pradesh,Parvathipuram Manyam,535534,1,7,8
Andhra Pradesh,Parvathipuram Manyam,535546,1,5,6
Andhra Pradesh,Parvathipuram Manyam,535547,1,8,9
Andhra Pradesh,Parvathipuram Manyam,535557,1,6,7
Andhra Pradesh,Parvathipuram Manyam,535591,4,28,32
Andhra Pradesh,Parvathipuram Manyam,535592,1,7,8
Andhra Pradesh,Parvathipuram Manyam,535593,2,10,12
Andhra Pradesh,Prakasam,523001,12,89,101
Andhra Pradesh,Prakasam,523002,2,11,13
Andhra Pradesh,Prakasam,523101,2,16,18
Andhra Pradesh,Prakasam,523104,0,2,2
Andhra Pradesh,Prakasam,523108,3,19,22
Andhra Pradesh,Prakasam,523109,1,7,8
Andhra Pradesh,Prakasam,523110,1,10,11
Andhra Pradesh,Prakasam,523111,2,11,13
Andhra Pradesh,Prakasam,523112,2,19,21
Andhra Pradesh,Prakasam,523113,1,4,5
Andhra Pradesh,Prakasam,523114,1,5,6
Andhra Pradesh,Prakasam,523115,1,4,5
Andhra Pradesh,Prakasam,523116,0,3,3
Andhra Pradesh,Prakasam,523117,1,4,5
Andhra Pradesh,Prakasam,523135,0,4,4
Andhra Pradesh,Prakasam,523155,1,8,9
Andhra Pradesh,Prakasam,523165,0,3,3
Andhra Pradesh,Prakasam,523166,1,7,8
Andhra Pradesh,Prakasam,523168,0,2,2
Andhra Pradesh,Prakasam,523169,1,9,10
Andhra Pradesh,Prakasam,523171,0,2,2
Andhra Pradesh,Prakasam,523180,1,14,15
Andhra Pradesh,Prakasam,523181,0,3,3
Andhra Pradesh,Prakasam,523182,1,5,6
Andhra Pradesh,Prakasam,523183,1,5,6
Andhra Pradesh,Prakasam,523185,0,2,2
Andhra Pradesh,Prakasam,523186,1,6,7
Andhra Pradesh,Prakasam,523190,1,4,5
Andhra Pradesh,Prakasam,523211,2,15,17
Andhra Pradesh,Prakasam,523212,1,7,8
Andhra Pradesh,Prakasam,523223,0,3,3
Andhra Pradesh,Prakasam,523224,2,8,10
Andhra Pradesh,Prakasam,523225,2,18,20
Andhra Pradesh,Prakasam,523226,3,21,24
Andhra Pradesh,Prakasam,523227,1,6,7
Andhra Pradesh,Prakasam,523228,1,3,4
Andhra Pradesh,Prakasam,523230,3,19,22
Andhra Pradesh,Prakasam,523240,3,24,27
Andhra Pradesh,Prakasam,523241,2,17,19
Andhra Pradesh,Prakasam,523245,1,3,4
Andhra Pradesh,Prakasam,523246,1,4,5
Andhra Pradesh,Prakasam,523247,6,34,40
Andhra Pradesh,Prakasam,523252,1,8,9
Andhra Pradesh,Prakasam,523253,2,14,16
Andhra Pradesh,Prakasam,523254,1,7,8
Andhra Pradesh,Prakasam,523261,1,6,7
Andhra Pradesh,Prakasam,523262,1,5,6
Andhra Pradesh,Prakasam,523263,1,8,9
Andhra Pradesh,Prakasam,523264,1,12,13
Andhra Pradesh,Prakasam,523265,2,11,13
Andhra Pradesh,Prakasam,523270,2,13,15
Andhra Pradesh,Prakasam,523271,1,11,12
Andhra Pradesh,Prakasam,523272,1,14,15
Andhra Pradesh,Prakasam,523273,1,4,5
Andhra Pradesh,Prakasam,523274,1,12,13
Andhra Pradesh,Prakasam,523279,0,3,3
Andhra Pradesh,Prakasam,523280,1,5,6
Andhra Pradesh,Prakasam,523281,1,10,11
Andhra Pradesh,Prakasam,523286,2,16,18
Andhra Pradesh,Prakasam,523291,0,4,4
Andhra Pradesh,Prakasam,523292,1,11,12
Andhra Pradesh,Prakasam,523302,1,8,9
Andhra Pradesh,Prakasam,523304,3,12,15
Andhra Pradesh,Prakasam,523305,2,14,16
Andhra Pradesh,Prakasam,523315,2,10,12
Andhra Pradesh,Prakasam,523316,2,17,19
Andhra Pradesh,Prakasam,523320,3,11,14
Andhra Pradesh,Prakasam,523326,5,18,23
Andhra Pradesh,Prakasam,523327,7,32,39
Andhra Pradesh,Prakasam,523328,3,14,17
Andhra Pradesh,Prakasam,523329,3,13,16
Andhra Pradesh,Prakasam,523330,3,14,17
Andhra Pradesh,Prakasam,523331,4,19,23
Andhra Pradesh,Prakasam,523332,1,4,5
Andhra Pradesh,Prakasam,523333,3,22,25
Andhra Pradesh,Prakasam,523334,2,9,11
Andhra Pradesh,Prakasam,523335,1,8,9
Andhra Pradesh,Prakasam,523336,1,3,4
Andhra Pradesh,Prakasam,523346,2,7,9
Andhra Pradesh,Prakasam,523356,1,3,4
Andhra Pradesh,Prakasam,523357,2,17,19
Andhra Pradesh,Prakasam,523367,1,7,8
Andhra Pradesh,Prakasam,523368,1,4,5
Andhra Pradesh,Prakasam,523369,0,3,3
Andhra Pradesh,Prakasam,523370,1,3,4
Andhra Pradesh,Prakasam,523371,2,9,11
Andhra Pradesh,Prakasam,523372,1,8,9
Andhra Pradesh,Prakasam,523373,1,6,7
Andhra Pradesh,Rangareddi,500030,2,11,13
Andhra Pradesh,Rangareddi,500035,4,23,27
Andhra Pradesh,Rangareddi,500039,2,11,13
Andhra Pradesh,Rangareddi,500047,3,14,17
Andhra Pradesh,Rangareddi,500051,1,4,5
Andhra Pradesh,Rangareddi,500052,7,44,51
Andhra Pradesh,Rangareddi,500074,2,10,12
Andhra Pradesh,Rangareddi,500075,5,25,30
Andhra Pradesh,Rangareddi,500076,3,16,19
Andhra Pradesh,Rangareddi,500078,1,7,8
Andhra Pradesh,Rangareddi,500079,4,20,24
Andhra Pradesh,Rangareddi,500084,5,30,35
Andhra Pradesh,Rangareddi,500092,3,15,18
Andhra Pradesh,Rangareddi,501218,4,21,25
Andhra Pradesh,Rangareddi,501301,4,17,21
Andhra Pradesh,Rangareddi,501359,4,22,26
Andhra Pradesh,Rangareddi,501505,3,14,17
Andhra Pradesh,Rangareddi,501512,1,4,5
Andhra Pradesh,Sri Potti Sriramulu Nellore,523105,2,17,19
