state,district,pincode,age_0_5,age_5_17,age_18_greater,total
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533242,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533244,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533247,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533248,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533249,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533250,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533251,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533252,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533253,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533254,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533255,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533256,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533261,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533262,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533263,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533274,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533305,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533306,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533307,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533308,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533309,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533340,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533341,2,0,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533346,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533464,1,0,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533577,1,0,0,1
Andhra Pradesh,East Godavari,507113,1,0,0,1
Andhra Pradesh,East Godavari,507126,1,0,0,1
Andhra Pradesh,East Godavari,533001,2,0,0,2
Andhra Pradesh,East Godavari,533002,2,0,0,2
Andhra Pradesh,East Godavari,533003,1,0,0,1
Andhra Pradesh,East Godavari,533004,1,0,0,1
Andhra Pradesh,East Godavari,533005,2,0,0,2
Andhra Pradesh,East Godavari,533006,1,0,0,1
Andhra Pradesh,East Godavari,533016,1,0,0,1
Andhra Pradesh,East Godavari,533101,5,0,0,5
Andhra Pradesh,East Godavari,533102,2,0,0,2
Andhra Pradesh,East Godavari,533103,1,0,0,1
Andhra Pradesh,East Godavari,533104,1,0,0,1
Andhra Pradesh,East Godavari,533105,1,0,0,1
Andhra Pradesh,East Godavari,533106,1,0,0,1
Andhra Pradesh,East Godavari,533107,2,0,0,2
Andhra Pradesh,East Godavari,533124,1,0,0,1
Andhra Pradesh,East Godavari,533125,2,0,0,2
Andhra Pradesh,East Godavari,533239,1,0,0,1
Andhra Pradesh,East Godavari,533260,1,0,0,1
Andhra Pradesh,East Godavari,533264,1,0,0,1
Andhra Pradesh,East Godavari,533287,2,0,0,2
Andhra Pradesh,East Godavari,533289,2,0,0,2
Andhra Pradesh,East Godavari,533290,1,0,0,1
Andhra Pradesh,East Godavari,533291,1,0,0,1
Andhra Pradesh,East Godavari,533292,1,0,0,1
Andhra Pradesh,East Godavari,533293,1,0,0,1
Andhra Pradesh,East Godavari,533294,2,0,0,2
Andhra Pradesh,East Godavari,533296,1,0,0,1
Andhra Pradesh,East Godavari,533297,1,0,0,1
Andhra Pradesh,East Godavari,533342,2,0,0,2
Andhra Pradesh,East Godavari,533343,1,0,0,1
Andhra Pradesh,East Godavari,533344,1,0,0,1
Andhra Pradesh,East Godavari,533345,1,0,0,1
Andhra Pradesh,East Godavari,533401,3,0,0,3
Andhra Pradesh,East Godavari,533406,2,0,0,2
Andhra Pradesh,East Godavari,533407,2,0,0,2
Andhra Pradesh,East Godavari,533408,2,0,0,2
Andhra Pradesh,East Godavari,533430,2,0,0,2
Andhra Pradesh,East Godavari,533431,1,0,0,1
Andhra Pradesh,East Godavari,533432,1,0,0,1
Andhra Pradesh,East Godavari,533433,1,0,0,1
Andhra Pradesh,East Godavari,533434,2,0,0,2
Andhra Pradesh,East Godavari,533435,2,0,0,2
Andhra Pradesh,East Godavari,533437,2,0,0,2
Andhra Pradesh,East Godavari,533440,2,0,0,2
Andhra Pradesh,East Godavari,533444,1,0,0,1
Andhra Pradesh,East Godavari,533445,2,0,0,2
Andhra Pradesh,East Godavari,533446,2,0,0,2
Andhra Pradesh,East Godavari,533447,1,0,0,1
Andhra Pradesh,East Godavari,533448,1,0,0,1
Andhra Pradesh,East Godavari,533449,2,0,0,2
Andhra Pradesh,East Godavari,533450,2,0,0,2
Andhra Pradesh,East Godavari,533461,1,0,0,1
Andhra Pradesh,East Godavari,533462,1,0,0,1
Andhra Pradesh,East Godavari,533463,1,0,0,1
Andhra Pradesh,East Godavari,533468,1,0,0,1
Andhra Pradesh,East Godavari,534111,1,0,0,1
Andhra Pradesh,East Godavari,534112,1,0,0,1
Andhra Pradesh,East Godavari,534156,1,0,0,1
Andhra Pradesh,East Godavari,534176,1,0,0,1
Andhra Pradesh,East Godavari,534216,1,0,0,1
Andhra Pradesh,East Godavari,534218,1,0,0,1
Andhra Pradesh,East Godavari,534227,1,0,0,1
Andhra Pradesh,East Godavari,534301,2,0,0,2
Andhra Pradesh,East Godavari,534302,1,0,0,1
Andhra Pradesh,East Godavari,534305,1,0,0,1
Andhra Pradesh,East Godavari,534312,2,0,0,2
Andhra Pradesh,East Godavari,534313,1,0,0,1
Andhra Pradesh,East Godavari,534315,1,0,0,1
Andhra Pradesh,East Godavari,534316,1,0,0,1
Andhra Pradesh,East Godavari,534318,1,0,0,1
Andhra Pradesh,East Godavari,534328,1,0,0,1
Andhra Pradesh,East Godavari,534329,1,0,0,1
Andhra Pradesh,East Godavari,534330,1,0,0,1
Andhra Pradesh,East Godavari,534331,1,0,0,1
Andhra Pradesh,East Godavari,534340,1,0,0,1
Andhra Pradesh,East Godavari,534341,1,0,0,1
Andhra Pradesh,East Godavari,534342,2,0,0,2
Andhra Pradesh,East Godavari,534350,2,0,0,2
Andhra Pradesh,Eluru,507114,1,0,0,1
Andhra Pradesh,Eluru,521105,1,0,0,1
Andhra Pradesh,Eluru,521111,1,0,0,1
Andhra Pradesh,Eluru,521201,2,0,0,2
Andhra Pradesh,Eluru,521207,2,0,0,2
Andhra Pradesh,Eluru,521211,2,0,0,2
Andhra Pradesh,Eluru,521212,2,0,0,2
Andhra Pradesh,Eluru,521213,1,0,0,1
Andhra Pradesh,Eluru,521214,1,0,0,1
Andhra Pradesh,Eluru,521325,1,0,0,1
Andhra Pradesh,Eluru,521329,2,0,0,2
Andhra Pradesh,Eluru,521333,2,0,0,2
Andhra Pradesh,Eluru,521340,2,0,0,2
Andhra Pradesh,Eluru,521343,1,0,0,1
Andhra Pradesh,Eluru,521344,1,0,0,1
Andhra Pradesh,Eluru,521345,1,0,0,1
Andhra Pradesh,Eluru,534001,2,0,0,2
Andhra Pradesh,Eluru,534002,2,0,0,2
Andhra Pradesh,Eluru,534003,1,0,0,1
Andhra Pradesh,Eluru,534004,2,0,0,2
Andhra Pradesh,Eluru,534005,1,0,0,1
Andhra Pradesh,Eluru,534007,1,0,0,1
Andhra Pradesh,Eluru,534134,2,0,0,2
Andhra Pradesh,Eluru,534165,1,0,0,1
Andhra Pradesh,Eluru,534186,1,0,0,1
Andhra Pradesh,Eluru,534195,1,0,0,1
Andhra Pradesh,Eluru,534196,1,0,0,1
Andhra Pradesh,Eluru,534197,1,0,0,1
Andhra Pradesh,Eluru,534198,1,0,0,1
Andhra Pradesh,Eluru,534311,1,0,0,1
Andhra Pradesh,Eluru,534401,1,0,0,1
Andhra Pradesh,Eluru,534406,1,0,0,1
Andhra Pradesh,Eluru,534411,1,0,0,1
Andhra Pradesh,Eluru,534416,1,0,0,1
Andhra Pradesh,Eluru,534425,1,0,0,1
Andhra Pradesh,Eluru,534426,1,0,0,1
Andhra Pradesh,Eluru,534427,1,0,0,1
Andhra Pradesh,Eluru,534432,1,0,0,1
Andhra Pradesh,Eluru,534435,1,0,0,1
Andhra Pradesh,Eluru,534437,1,0,0,1
Andhra Pradesh,Eluru,534442,1,0,0,1
Andhra Pradesh,Eluru,534447,2,0,0,2
Andhra Pradesh,Eluru,534448,1,0,0,1
Andhra Pradesh,Eluru,534449,1,0,0,1
Andhra Pradesh,Eluru,534450,1,0,0,1
Andhra Pradesh,Eluru,534451,2,0,0,2
Andhra Pradesh,Eluru,534452,1,0,0,1
Andhra Pradesh,Eluru,534455,2,0,0,2
Andhra Pradesh,Eluru,534456,1,0,0,1
Andhra Pradesh,Eluru,534460,2,0,0,2
Andhra Pradesh,Eluru,534461,2,0,0,2
Andhra Pradesh,Eluru,534462,2,0,0,2
Andhra Pradesh,Eluru,534467,1,0,0,1
Andhra Pradesh,Eluru,534475,2,0,0,2
Andhra Pradesh,Guntur,522001,4,1,0,5
Andhra Pradesh,Guntur,522002,3,0,0,3
Andhra Pradesh,Guntur,522003,3,0,0,3
Andhra Pradesh,Guntur,522004,3,0,0,3
Andhra Pradesh,Guntur,522005,2,0,0,2
Andhra Pradesh,Guntur,522006,2,0,0,2
Andhra Pradesh,Guntur,522007,2,0,0,2
Andhra Pradesh,Guntur,522009,1,0,0,1
Andhra Pradesh,Guntur,522015,1,0,0,1
Andhra Pradesh,Guntur,522016,2,0,0,2
Andhra Pradesh,Guntur,522017,2,0,0,2
Andhra Pradesh,Guntur,522018,2,0,0,2
Andhra Pradesh,Guntur,522019,3,0,0,3
Andhra Pradesh,Guntur,522020,1,0,0,1
Andhra Pradesh,Guntur,522034,2,0,0,2
Andhra Pradesh,Guntur,522112,2,0,0,2
Andhra Pradesh,Guntur,522124,2,0,0,2
Andhra Pradesh,Guntur,522201,3,0,0,3
Andhra Pradesh,Guntur,522202,2,0,0,2
Andhra Pradesh,Guntur,522212,2,0,0,2
Andhra Pradesh,Guntur,522213,2,0,0,2
Andhra Pradesh,Guntur,522233,1,0,0,1
Andhra Pradesh,Guntur,522234,1,0,0,1
Andhra Pradesh,Guntur,522235,2,0,0,2
Andhra Pradesh,Guntur,522236,2,0,0,2
Andhra Pradesh,Guntur,522237,1,0,0,1
Andhra Pradesh,Guntur,522302,1,0,0,1
Andhra Pradesh,Guntur,522303,1,0,0,1
Andhra Pradesh,Guntur,522304,1,0,0,1
Andhra Pradesh,Guntur,522305,1,0,0,1
Andhra Pradesh,Guntur,522306,1,0,0,1
Andhra Pradesh,Guntur,522307,2,0,0,2
Andhra Pradesh,Guntur,522308,2,0,0,2
Andhra Pradesh,Guntur,522316,1,0,0,1
Andhra Pradesh,Guntur,522330,1,0,0,1
Andhra Pradesh,Guntur,522401,1,0,0,1
Andhra Pradesh,Guntur,522402,1,0,0,1
Andhra Pradesh,Guntur,522403,3,0,0,3
Andhra Pradesh,Guntur,522408,1,0,0,1
Andhra Pradesh,Guntur,522409,2,0,0,2
Andhra Pradesh,Guntur,522410,3,0,0,3
Andhra Pradesh,Guntur,522411,2,0,0,2
Andhra Pradesh,Guntur,522412,2,0,0,2
Andhra Pradesh,Guntur,522413,3,0,0,3
Andhra Pradesh,Guntur,522414,2,0,0,2
Andhra Pradesh,Guntur,522415,2,0,0,2
Andhra Pradesh,Guntur,522421,2,0,0,2
Andhra Pradesh,Guntur,522426,3,0,0,3
Andhra Pradesh,Guntur,522435,1,0,0,1
Andhra Pradesh,Guntur,522436,1,0,0,1
Andhra Pradesh,Guntur,522437,2,0,0,2
Andhra Pradesh,Guntur,522438,2,0,0,2
Andhra Pradesh,Guntur,522439,1,0,0,1
Andhra Pradesh,Guntur,522501,3,0,0,3
Andhra Pradesh,Guntur,522502,1,0,0,1
Andhra Pradesh,Guntur,522503,5,0,0,5
Andhra Pradesh,Guntur,522508,2,0,0,2
Andhra Pradesh,Guntur,522509,2,0,0,2
Andhra Pradesh,Guntur,522510,0,0,1,1
Andhra Pradesh,Guntur,522529,2,0,0,2
Andhra Pradesh,Guntur,522549,2,0,0,2
Andhra Pradesh,Guntur,522601,4,0,0,4
Andhra Pradesh,Guntur,522603,1,0,0,1
Andhra Pradesh,Guntur,522611,1,0,0,1
Andhra Pradesh,Guntur,522612,2,0,0,2
Andhra Pradesh,Guntur,522613,2,0,0,2
Andhra Pradesh,Guntur,522614,2,0,0,2
Andhra Pradesh,Guntur,522615,2,0,0,2
Andhra Pradesh,Guntur,522616,2,0,0,2
Andhra Pradesh,Guntur,522617,1,0,0,1
Andhra Pradesh,Guntur,522619,1,0,0,1
Andhra Pradesh,Guntur,522626,1,0,0,1
Andhra Pradesh,Guntur,522646,1,0,0,1
Andhra Pradesh,Guntur,522647,3,0,0,3
Andhra Pradesh,Guntur,522649,2,0,0,2
Andhra Pradesh,Guntur,522657,2,0,0,2
Andhra Pradesh,Guntur,522658,1,0,0,1
Andhra Pradesh,Guntur,522659,1,0,0,1
Andhra Pradesh,Guntur,522660,2,0,0,2
Andhra Pradesh,Guntur,522661,1,0,0,1
Andhra Pradesh,Guntur,522663,2,0,0,2
Andhra Pradesh,Hyderabad,500001,5,2,0,7
Andhra Pradesh,Hyderabad,500002,8,2,0,10
Andhra Pradesh,Hyderabad,500003,3,1,0,4
Andhra Pradesh,Hyderabad,500004,2,1,0,3
Andhra Pradesh,Hyderabad,500005,8,2,0,10
Andhra Pradesh,Hyderabad,500006,5,1,0,6
Andhra Pradesh,Hyderabad,500007,1,0,0,1
Andhra Pradesh,Hyderabad,500008,17,6,0,23
Andhra Pradesh,Hyderabad,500009,1,0,0,1
Andhra Pradesh,Hyderabad,500010,2,1,0,3
Andhra Pradesh,Hyderabad,500011,2,1,0,3
Andhra Pradesh,Hyderabad,500012,2,1,0,3
Andhra Pradesh,Hyderabad,500013,10,2,0,12
Andhra Pradesh,Hyderabad,500015,2,1,0,3
Andhra Pradesh,Hyderabad,500016,2,0,0,2
Andhra Pradesh,Hyderabad,500017,2,0,0,2
Andhra Pradesh,Hyderabad,500018,4,1,0,5
Andhra Pradesh,Hyderabad,500020,6,1,0,7
Andhra Pradesh,Hyderabad,500023,6,1,0,7
Andhra Pradesh,Hyderabad,500024,5,2,0,7
Andhra Pradesh,Hyderabad,500025,1,0,0,1
Andhra Pradesh,Hyderabad,500026,2,0,0,2
Andhra Pradesh,Hyderabad,500027,3,1,0,4
Andhra Pradesh,Hyderabad,500028,12,4,0,16
Andhra Pradesh,Hyderabad,500029,3,1,0,4
Andhra Pradesh,Hyderabad,500031,1,1,0,2
Andhra Pradesh,Hyderabad,500033,1,0,0,1
Andhra Pradesh,Hyderabad,500034,2,1,0,3
Andhra Pradesh,Hyderabad,500036,3,1,0,4
Andhra Pradesh,Hyderabad,500037,2,0,0,2
Andhra Pradesh,Hyderabad,500038,2,0,0,2
Andhra Pradesh,Hyderabad,500040,3,1,0,4
Andhra Pradesh,Hyderabad,500042,1,0,0,1
Andhra Pradesh,Hyderabad,500043,1,0,0,1
Andhra Pradesh,Hyderabad,500044,2,0,0,2
Andhra Pradesh,Hyderabad,500045,3,1,0,4
Andhra Pradesh,Hyderabad,500047,3,1,0,4
Andhra Pradesh,Hyderabad,500049,3,1,0,4
Andhra Pradesh,Hyderabad,500050,2,1,0,3
Andhra Pradesh,Hyderabad,500053,18,4,0,22
Andhra Pradesh,Hyderabad,500054,2,0,0,2
Andhra Pradesh,Hyderabad,500055,3,1,0,4
Andhra Pradesh,Hyderabad,500056,2,1,0,3
Andhra Pradesh,Hyderabad,500057,1,1,0,2
Andhra Pradesh,Hyderabad,500058,2,0,0,2
Andhra Pradesh,Hyderabad,500059,6,1,0,7
Andhra Pradesh,Hyderabad,500061,3,1,0,4
Andhra Pradesh,Hyderabad,500062,2,1,0,3
Andhra Pradesh,Hyderabad,500063,1,0,0,1
Andhra Pradesh,Hyderabad,500064,12,3,0,15
Andhra Pradesh,Hyderabad,500065,2,1,0,3
Andhra Pradesh,Hyderabad,500067,2,0,0,2
Andhra Pradesh,Hyderabad,500069,0,0,0,0
Andhra Pradesh,Hyderabad,500072,3,2,0,5
Andhra Pradesh,Hyderabad,500073,1,0,0,1
Andhra Pradesh,Hyderabad,500078,2,0,0,2
Andhra Pradesh,Hyderabad,500080,2,0,0,2
Andhra Pradesh,Hyderabad,500081,1,1,0,2
Andhra Pradesh,Hyderabad,500082,1,0,0,1
Andhra Pradesh,Hyderabad,500085,1,0,0,1
Andhra Pradesh,Hyderabad,500087,2,1,0,3
Andhra Pradesh,Hyderabad,500094,1,1,0,2
Andhra Pradesh,Hyderabad,500095,1,0,0,1
Andhra Pradesh,Hyderabad,500096,1,0,0,1
Andhra Pradesh,K.V.Rangareddy,500014,1,0,0,1
Andhra Pradesh,K.V.Rangareddy,500019,3,1,0,4
Andhra Pradesh,K.V.Rangareddy,500030,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,500048,5,1,0,6
Andhra Pradesh,K.V.Rangareddy,500076,3,0,0,3
Andhra Pradesh,K.V.Rangareddy,500077,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,500089,4,1,0,5
Andhra Pradesh,K.V.Rangareddy,500090,4,2,0,6
Andhra Pradesh,K.V.Rangareddy,500092,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,501202,3,1,0,4
Andhra Pradesh,K.V.Rangareddy,501203,3,1,0,4
Andhra Pradesh,K.V.Rangareddy,501218,5,1,0,6
Andhra Pradesh,K.V.Rangareddy,501401,1,0,0,1
Andhra Pradesh,K.V.Rangareddy,501501,3,1,0,4
Andhra Pradesh,K.V.Rangareddy,501502,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,501503,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,501509,3,1,0,4
Andhra Pradesh,K.V.Rangareddy,501511,1,0,0,1
Andhra Pradesh,K.V.Rangareddy,502345,2,0,0,2
Andhra Pradesh,K.V.Rangareddy,509335,2,1,0,3
Andhra Pradesh,K.V.Rangareddy,509337,1,1,0,2
Andhra Pradesh,K.v. Rangareddy,500052,7,2,0,9
Andhra Pradesh,K.v. Rangareddy,501141,2,1,0,3
Andhra Pradesh,K.v. Rangareddy,501143,2,0,0,2
Andhra Pradesh,K.v. Rangareddy,501158,2,0,0,2
Andhra Pradesh,K.v. Rangareddy,501505,2,1,0,3
Andhra Pradesh,K.v. Rangareddy,509340,2,1,0,3
Andhra Pradesh,Karim Nagar,505001,5,1,0,6
Andhra Pradesh,Karim Nagar,505102,1,0,0,1
Andhra Pradesh,Karim Nagar,505172,2,0,0,2
Andhra Pradesh,Karim Nagar,505174,2,0,0,2
Andhra Pradesh,Karim Nagar,505184,2,0,0,2
Andhra Pradesh,Karim Nagar,505208,1,0,0,1
Andhra Pradesh,Karim Nagar,505209,4,0,0,4
Andhra Pradesh,Karim Nagar,505214,1,0,0,1
Andhra Pradesh,Karim Nagar,505301,3,0,0,3
Andhra Pradesh,Karim Nagar,505302,2,0,0,2
Andhra Pradesh,Karim Nagar,505305,2,0,0,2
Andhra Pradesh,Karim Nagar,505325,2,0,0,2
Andhra Pradesh,Karim Nagar,505326,2,0,0,2
Andhra Pradesh,Karim Nagar,505327,2,0,0,2
Andhra Pradesh,Karim Nagar,505450,1,0,0,1
Andhra Pradesh,Karim Nagar,505453,2,0,0,2
Andhra Pradesh,Karim Nagar,505466,1,0,0,1
Andhra Pradesh,Karim Nagar,505467,2,0,0,2
Andhra Pradesh,Karim Nagar,505468,2,0,0,2
Andhra Pradesh,Karim Nagar,505497,1,0,0,1
Andhra Pradesh,Karim Nagar,505501,2,0,0,2
Andhra Pradesh,Karim Nagar,505525,1,0,0,1
Andhra Pradesh,Karim Nagar,505529,2,0,0,2
Andhra Pradesh,Karimnagar,505101,1,0,0,1
Andhra Pradesh,Karimnagar,505122,2,0,0,2
Andhra Pradesh,Karimnagar,505129,1,0,0,1
Andhra Pradesh,Karimnagar,505152,1,0,0,1
Andhra Pradesh,Karimnagar,505162,1,0,0,1
Andhra Pradesh,Karimnagar,505185,1,0,0,1
Andhra Pradesh,Karimnagar,505186,1,0,0,1
Andhra Pradesh,Karimnagar,505187,2,0,0,2
Andhra Pradesh,Karimnagar,505188,1,0,0,1
Andhra Pradesh,Karimnagar,505212,1,0,0,1
Andhra Pradesh,Karimnagar,505306,1,0,0,1
Andhra Pradesh,Karimnagar,505330,1,0,0,1
Andhra Pradesh,Karimnagar,505331,2,0,0,2
Andhra Pradesh,Karimnagar,505401,1,0,0,1
Andhra Pradesh,Karimnagar,505403,1,0,0,1
Andhra Pradesh,Karimnagar,505404,2,0,0,2
Andhra Pradesh,Karimnagar,505415,2,0,0,2
Andhra Pradesh,Karimnagar,505416,1,0,0,1
Andhra Pradesh,Karimnagar,505425,2,0,0,2
Andhra Pradesh,Karimnagar,505445,2,0,0,2
Andhra Pradesh,Karimnagar,505451,2,0,0,2
Andhra Pradesh,Karimnagar,505454,2,0,0,2
Andhra Pradesh,Karimnagar,505455,2,0,0,2
Andhra Pradesh,Karimnagar,505460,2,0,0,2
Andhra Pradesh,Karimnagar,505462,1,0,0,1
Andhra Pradesh,Karimnagar,505469,2,0,0,2
Andhra Pradesh,Karimnagar,505470,1,0,0,1
Andhra Pradesh,Karimnagar,505472,1,0,0,1
Andhra Pradesh,Karimnagar,505473,1,0,0,1
Andhra Pradesh,Karimnagar,505474,1,0,0,1
Andhra Pradesh,Karimnagar,505475,2,0,0,2
Andhra Pradesh,Karimnagar,505476,1,0,0,1
Andhra Pradesh,Karimnagar,505480,1,0,0,1
Andhra Pradesh,Karimnagar,505481,1,0,0,1
Andhra Pradesh,Karimnagar,505490,1,0,0,1
Andhra Pradesh,Karimnagar,505498,1,0,0,1
Andhra Pradesh,Karimnagar,505502,2,0,0,2
Andhra Pradesh,Karimnagar,505504,2,1,0,3
Andhra Pradesh,Karimnagar,505505,1,0,0,1
Andhra Pradesh,Karimnagar,505524,1,0,0,1
Andhra Pradesh,Karimnagar,505526,2,0,0,2
Andhra Pradesh,Karimnagar,505527,1,0,0,1
Andhra Pradesh,Karimnagar,505528,1,0,0,1
Andhra Pradesh,Karimnagar,505530,2,0,0,2
Andhra Pradesh,Karimnagar,505531,2,0,0,2
Andhra Pradesh,Karimnagar,505532,2,0,0,2
Andhra Pradesh,Khammam,507001,2,1,0,3
Andhra Pradesh,Khammam,507002,2,1,0,3
Andhra Pradesh,Khammam,507003,3,2,0,5
Andhra Pradesh,Khammam,507101,3,1,0,4
Andhra Pradesh,Khammam,507103,1,0,0,1
Andhra Pradesh,Khammam,507115,5,1,0,6
Andhra Pradesh,Khammam,507116,1,0,0,1
Andhra Pradesh,Khammam,507117,2,1,0,3
Andhra Pradesh,Khammam,507118,1,0,0,1
Andhra Pradesh,Khammam,507119,1,0,0,1
Andhra Pradesh,Khammam,507120,2,0,0,2
Andhra Pradesh,Khammam,507122,2,1,0,3
Andhra Pradesh,Khammam,507123,4,1,0,5
Andhra Pradesh,Khammam,507124,2,1,0,3
Andhra Pradesh,Khammam,507125,1,0,0,1
Andhra Pradesh,Khammam,507128,1,0,0,1
Andhra Pradesh,Khammam,507133,1,0,0,1
Andhra Pradesh,Khammam,507136,2,1,0,3
Andhra Pradesh,Khammam,507137,2,1,0,3
Andhra Pradesh,Khammam,507140,2,0,0,2
Andhra Pradesh,Khammam,507154,1,0,0,1
Andhra Pradesh,Khammam,507157,1,0,0,1
Andhra Pradesh,Khammam,507158,2,0,0,2
Andhra Pradesh,Khammam,507159,1,0,0,1
Andhra Pradesh,Khammam,507160,2,0,0,2
Andhra Pradesh,Khammam,507161,2,1,0,3
Andhra Pradesh,Khammam,507163,1,0,0,1
Andhra Pradesh,Khammam,507164,1,0,0,1
Andhra Pradesh,Khammam,507165,2,1,0,3
Andhra Pradesh,Khammam,507166,2,1,0,3
Andhra Pradesh,Khammam,507167,2,1,0,3
Andhra Pradesh,Khammam,507168,1,0,0,1
Andhra Pradesh,Khammam,507169,1,0,0,1
Andhra Pradesh,Khammam,507170,1,1,0,2
Andhra Pradesh,Khammam,507182,2,1,0,3
Andhra Pradesh,Khammam,507183,1,0,0,1
Andhra Pradesh,Khammam,507201,1,0,0,1
Andhra Pradesh,Khammam,507202,1,0,0,1
Andhra Pradesh,Khammam,507203,2,1,0,3
Andhra Pradesh,Khammam,507204,1,0,0,1
Andhra Pradesh,Khammam,507208,2,0,0,2
Andhra Pradesh,Khammam,507209,2,1,0,3
Andhra Pradesh,Khammam,507210,1,0,0,1
Andhra Pradesh,Khammam,507211,1,0,0,1
Andhra Pradesh,Khammam,507301,2,0,0,2
Andhra Pradesh,Khammam,507302,2,1,0,3
Andhra Pradesh,Khammam,507303,2,1,0,3
Andhra Pradesh,Khammam,507304,1,0,0,1
Andhra Pradesh,Khammam,507305,1,0,0,1
Andhra Pradesh,Khammam,507306,1,1,0,2
Andhra Pradesh,Khammam,507316,1,0,0,1
Andhra Pradesh,Khammam,507318,1,0,0,1
Andhra Pradesh,Krishna,520001,3,0,0,3
Andhra Pradesh,Krishna,520002,1,0,0,1
Andhra Pradesh,Krishna,520003,2,0,0,2
Andhra Pradesh,Krishna,520004,2,0,0,2
Andhra Pradesh,Krishna,520007,2,0,0,2
Andhra Pradesh,Krishna,520008,1,0,0,1
Andhra Pradesh,Krishna,520010,2,0,0,2
Andhra Pradesh,Krishna,520011,1,0,0,1
Andhra Pradesh,Krishna,520012,2,0,0,2
Andhra Pradesh,Krishna,520013,2,0,0,2
Andhra Pradesh,Krishna,520015,3,0,0,3
Andhra Pradesh,Krishna,521001,5,1,0,6
Andhra Pradesh,Krishna,521002,2,0,0,2
Andhra Pradesh,Krishna,521003,1,0,0,1
Andhra Pradesh,Krishna,521101,1,0,0,1
Andhra Pradesh,Krishna,521102,1,0,0,1
Andhra Pradesh,Krishna,521104,1,0,0,1
Andhra Pradesh,Krishna,521106,1,0,0,1
Andhra Pradesh,Krishna,521107,1,0,0,1
Andhra Pradesh,Krishna,521108,1,0,0,1
Andhra Pradesh,Krishna,521109,1,0,0,1
Andhra Pradesh,Krishna,521110,1,0,0,1
Andhra Pradesh,Krishna,521120,2,0,0,2
Andhra Pradesh,Krishna,521121,2,0,0,2
Andhra Pradesh,Krishna,521125,1,0,0,1
Andhra Pradesh,Krishna,521126,1,0,0,1
Andhra Pradesh,Krishna,521130,1,0,0,1
Andhra Pradesh,Krishna,521131,1,0,0,1
Andhra Pradesh,Krishna,521132,1,0,0,1
Andhra Pradesh,Krishna,521133,1,0,0,1
Andhra Pradesh,Krishna,521135,1,0,0,1
Andhra Pradesh,Krishna,521136,1,0,0,1
Andhra Pradesh,Krishna,521137,2,0,0,2
Andhra Pradesh,Krishna,521138,1,0,0,1
Andhra Pradesh,Krishna,521139,1,0,0,1
Andhra Pradesh,Krishna,521148,1,0,0,1
Andhra Pradesh,Krishna,521149,1,0,0,1
Andhra Pradesh,Krishna,521150,1,0,0,1
Andhra Pradesh,Krishna,521151,2,0,0,2
Andhra Pradesh,Krishna,521153,1,0,0,1
Andhra Pradesh,Krishna,521156,1,0,0,1
Andhra Pradesh,Krishna,521157,2,0,0,2
Andhra Pradesh,Krishna,521158,1,0,0,1
Andhra Pradesh,Krishna,521162,1,0,0,1
Andhra Pradesh,Krishna,521163,1,0,0,1
Andhra Pradesh,Krishna,521164,1,0,0,1
Andhra Pradesh,Krishna,521165,2,0,0,2
Andhra Pradesh,Krishna,521170,1,0,0,1
