state,district,pincode,bio_age_5_17,bio_age_17_,total
Andhra Pradesh,Guntur,522658,10,5,15
Andhra Pradesh,Guntur,522659,8,5,13
Andhra Pradesh,Guntur,522660,14,8,22
Andhra Pradesh,Guntur,522661,7,3,10
Andhra Pradesh,Guntur,522663,13,7,20
Andhra Pradesh,Hyderabad,500001,22,23,45
Andhra Pradesh,Hyderabad,500003,26,34,60
Andhra Pradesh,Hyderabad,500007,6,8,14
Andhra Pradesh,Hyderabad,500008,32,32,64
Andhra Pradesh,Hyderabad,500009,9,11,20
Andhra Pradesh,Hyderabad,500010,14,20,34
Andhra Pradesh,Hyderabad,500016,9,12,21
Andhra Pradesh,Hyderabad,500017,15,19,34
Andhra Pradesh,Hyderabad,500018,22,23,45
Andhra Pradesh,Hyderabad,500021,0,1,1
Andhra Pradesh,Hyderabad,500023,32,34,66
Andhra Pradesh,Hyderabad,500028,38,39,77
Andhra Pradesh,Hyderabad,500036,20,32,52
Andhra Pradesh,Hyderabad,500038,7,8,15
Andhra Pradesh,Hyderabad,500041,1,0,1
Andhra Pradesh,Hyderabad,500042,5,5,10
Andhra Pradesh,Hyderabad,500044,12,16,28
Andhra Pradesh,Hyderabad,500050,9,7,16
Andhra Pradesh,Hyderabad,500053,59,65,124
Andhra Pradesh,Hyderabad,500056,9,10,19
Andhra Pradesh,Hyderabad,500059,31,41,72
Andhra Pradesh,Hyderabad,500061,23,29,52
Andhra Pradesh,Hyderabad,500063,1,1,2
Andhra Pradesh,Hyderabad,500064,36,38,74
Andhra Pradesh,Hyderabad,500065,10,12,22
Andhra Pradesh,Hyderabad,500066,0,1,1
Andhra Pradesh,Hyderabad,500085,3,4,7
Andhra Pradesh,Hyderabad,500093,0,1,1
Andhra Pradesh,Kakinada,533344,11,5,16
Andhra Pradesh,Kakinada,533468,16,10,26
Andhra Pradesh,Karimnagar,505001,31,31,62
Andhra Pradesh,Karimnagar,505102,3,8,11
Andhra Pradesh,Karimnagar,505325,8,4,12
Andhra Pradesh,Karimnagar,505450,4,2,6
Andhra Pradesh,Karimnagar,505469,7,13,20
Andhra Pradesh,Karimnagar,505470,3,3,6
Andhra Pradesh,Karimnagar,505490,2,3,5
Andhra Pradesh,Khammam,507001,17,12,29
Andhra Pradesh,Khammam,507003,23,15,38
Andhra Pradesh,Khammam,507101,22,14,36
Andhra Pradesh,Khammam,507120,5,4,9
Andhra Pradesh,Khammam,507122,9,10,19
Andhra Pradesh,Khammam,507138,1,0,1
Andhra Pradesh,Khammam,507159,5,5,10
Andhra Pradesh,Khammam,507160,8,5,13
Andhra Pradesh,Khammam,507166,7,5,12
Andhra Pradesh,Khammam,507168,7,5,12
Andhra Pradesh,Khammam,507169,5,4,9
Andhra Pradesh,Khammam,507182,10,7,17
Andhra Pradesh,Khammam,507203,10,9,19
Andhra Pradesh,Khammam,507208,10,6,16
Andhra Pradesh,Khammam,507209,12,9,21
Andhra Pradesh,Khammam,507210,6,3,9
Andhra Pradesh,Khammam,507211,6,5,11
Andhra Pradesh,Khammam,507301,5,6,11
Andhra Pradesh,Khammam,507316,3,2,5
Andhra Pradesh,Khammam,507318,5,3,8
Andhra Pradesh,Krishna,520001,38,24,62
Andhra Pradesh,Krishna,520002,7,4,11
Andhra Pradesh,Krishna,520003,22,14,36
Andhra Pradesh,Krishna,520004,17,11,28
Andhra Pradesh,Krishna,520008,8,7,15
Andhra Pradesh,Krishna,520011,13,7,20
Andhra Pradesh,Krishna,520013,24,14,38
Andhra Pradesh,Krishna,521001,71,44,115
Andhra Pradesh,Krishna,521002,24,14,38
Andhra Pradesh,Krishna,521003,1,1,2
Andhra Pradesh,Krishna,521101,20,14,34
Andhra Pradesh,Krishna,521102,7,5,12
Andhra Pradesh,Krishna,521104,5,3,8
Andhra Pradesh,Krishna,521105,10,12,22
Andhra Pradesh,Krishna,521106,9,6,15
Andhra Pradesh,Krishna,521107,5,3,8
Andhra Pradesh,Krishna,521109,9,9,18
Andhra Pradesh,Krishna,521110,11,8,19
Andhra Pradesh,Krishna,521111,12,11,23
Andhra Pradesh,Krishna,521120,20,10,30
Andhra Pradesh,Krishna,521121,18,10,28
Andhra Pradesh,Krishna,521125,11,6,17
Andhra Pradesh,Krishna,521126,13,8,21
Andhra Pradesh,Krishna,521130,5,3,8
Andhra Pradesh,Krishna,521131,10,6,16
Andhra Pradesh,Krishna,521132,8,5,13
Andhra Pradesh,Krishna,521133,6,4,10
Andhra Pradesh,Krishna,521135,4,3,7
Andhra Pradesh,Krishna,521136,5,4,9
Andhra Pradesh,Krishna,521137,21,13,34
Andhra Pradesh,Krishna,521138,5,3,8
Andhra Pradesh,Krishna,521139,10,8,18
Andhra Pradesh,Krishna,521148,5,3,8
Andhra Pradesh,Krishna,521149,8,4,12
Andhra Pradesh,Krishna,521150,8,5,13
Andhra Pradesh,Krishna,521151,26,14,40
Andhra Pradesh,Krishna,521153,3,2,5
Andhra Pradesh,Krishna,521156,5,3,8
Andhra Pradesh,Krishna,521157,16,7,23
Andhra Pradesh,Krishna,521158,3,1,4
Andhra Pradesh,Krishna,521162,8,4,12
Andhra Pradesh,Krishna,521163,8,5,13
Andhra Pradesh,Krishna,521164,6,4,10
Andhra Pradesh,Krishna,521165,21,11,32
Andhra Pradesh,Krishna,521170,7,4,11
Andhra Pradesh,Krishna,521181,12,6,18
Andhra Pradesh,Krishna,521182,11,5,16
Andhra Pradesh,Krishna,521183,7,3,10
Andhra Pradesh,Krishna,521185,35,17,52
Andhra Pradesh,Krishna,521190,17,11,28
Andhra Pradesh,Krishna,521207,9,6,15
Andhra Pradesh,Krishna,521211,17,9,26
Andhra Pradesh,Krishna,521213,12,6,18
Andhra Pradesh,Krishna,521214,12,7,19
Andhra Pradesh,Krishna,521215,18,10,28
Andhra Pradesh,Krishna,521225,8,6,14
Andhra Pradesh,Krishna,521227,18,11,29
Andhra Pradesh,Krishna,521228,11,8,19
Andhra Pradesh,Krishna,521235,16,9,25
Andhra Pradesh,Krishna,521241,6,4,10
Andhra Pradesh,Krishna,521245,7,4,11
Andhra Pradesh,Krishna,521246,4,2,6
Andhra Pradesh,Krishna,521247,6,4,10
Andhra Pradesh,Krishna,521250,10,5,15
Andhra Pradesh,Krishna,521256,8,4,12
Andhra Pradesh,Krishna,521260,7,6,13
Andhra Pradesh,Krishna,521261,3,2,5
Andhra Pradesh,Krishna,521263,9,5,14
Andhra Pradesh,Krishna,521286,15,10,25
Andhra Pradesh,Krishna,521301,55,32,87
Andhra Pradesh,Krishna,521311,5,5,10
Andhra Pradesh,Krishna,521312,6,9,15
Andhra Pradesh,Krishna,521321,12,7,19
Andhra Pradesh,Krishna,521322,6,3,9
Andhra Pradesh,Krishna,521323,7,4,11
Andhra Pradesh,Krishna,521324,35,20,55
Andhra Pradesh,Krishna,521325,11,7,18
Andhra Pradesh,Krishna,521326,5,4,9
Andhra Pradesh,Krishna,521327,7,5,12
Andhra Pradesh,Krishna,521328,12,7,19
Andhra Pradesh,Krishna,521329,10,5,15
Andhra Pradesh,Krishna,521330,5,3,8
Andhra Pradesh,Krishna,521331,7,4,11
Andhra Pradesh,Krishna,521332,5,3,8
Andhra Pradesh,Krishna,521333,17,7,24
Andhra Pradesh,Krishna,521340,11,4,15
Andhra Pradesh,Krishna,521343,10,5,15
Andhra Pradesh,Krishna,521344,13,8,21
Andhra Pradesh,Krishna,521345,9,4,13
Andhra Pradesh,Krishna,521356,8,5,13
Andhra Pradesh,Krishna,521366,29,15,44
Andhra Pradesh,Krishna,521369,11,7,18
Andhra Pradesh,Krishna,521390,3,2,5
Andhra Pradesh,Krishna,521401,9,7,16
Andhra Pradesh,Krishna,521402,10,7,17
Andhra Pradesh,Krishna,521403,12,8,20
Andhra Pradesh,Krishna,521457,5,2,7
Andhra Pradesh,Krishna,534281,20,9,29
Andhra Pradesh,Kurnool,518001,92,62,154
Andhra Pradesh,Kurnool,518002,105,50,155
Andhra Pradesh,Kurnool,518003,84,43,127
Andhra Pradesh,Kurnool,518004,47,31,78
Andhra Pradesh,Kurnool,518005,6,3,9
Andhra Pradesh,Kurnool,518006,12,9,21
Andhra Pradesh,Kurnool,518007,6,4,10
Andhra Pradesh,Kurnool,518010,28,12,40
Andhra Pradesh,Kurnool,518101,5,4,9
Andhra Pradesh,Kurnool,518102,8,4,12
Andhra Pradesh,Kurnool,518112,15,9,24
Andhra Pradesh,Kurnool,518122,17,7,24
Andhra Pradesh,Kurnool,518135,11,5,16
Andhra Pradesh,Kurnool,518145,4,1,5
Andhra Pradesh,Kurnool,518155,6,3,9
Andhra Pradesh,Kurnool,518165,6,3,9
Andhra Pradesh,Kurnool,518166,8,4,12
Andhra Pradesh,Kurnool,518176,12,6,18
Andhra Pradesh,Kurnool,518186,3,1,4
Andhra Pradesh,Kurnool,518196,7,4,11
Andhra Pradesh,Kurnool,518206,9,3,12
Andhra Pradesh,Kurnool,518216,38,14,52
Andhra Pradesh,Kurnool,518217,21,7,28
Andhra Pradesh,Kurnool,518218,31,12,43
Andhra Pradesh,Kurnool,518220,17,8,25
Andhra Pradesh,Kurnool,518222,51,19,70
Andhra Pradesh,Kurnool,518225,37,14,51
Andhra Pradesh,Kurnool,518301,128,56,184
Andhra Pradesh,Kurnool,518302,50,19,69
Andhra Pradesh,Kurnool,518308,35,14,49
Andhra Pradesh,Kurnool,518313,92,28,120
Andhra Pradesh,Kurnool,518319,44,17,61
Andhra Pradesh,Kurnool,518323,48,19,67
Andhra Pradesh,Kurnool,518333,32,10,42
Andhra Pradesh,Kurnool,518343,18,10,28
Andhra Pradesh,Kurnool,518344,55,19,74
Andhra Pradesh,Kurnool,518345,20,10,30
Andhra Pradesh,Kurnool,518346,39,12,51
Andhra Pradesh,Kurnool,518347,52,22,74
Andhra Pradesh,Kurnool,518348,32,15,47
Andhra Pradesh,Kurnool,518349,0,1,1
Andhra Pradesh,Kurnool,518350,36,13,49
Andhra Pradesh,Kurnool,518360,156,65,221
Andhra Pradesh,Kurnool,518380,50,19,69
Andhra Pradesh,Kurnool,518385,22,11,33
Andhra Pradesh,Kurnool,518390,34,15,49
Andhra Pradesh,Kurnool,518395,56,24,80
Andhra Pradesh,Kurnool,518396,18,11,29
Andhra Pradesh,Kurnool,518405,11,4,15
Andhra Pradesh,Kurnool,518411,11,5,16
Andhra Pradesh,Kurnool,518412,12,8,20
Andhra Pradesh,Kurnool,518422,44,27,71
Andhra Pradesh,Kurnool,518432,12,5,17
Andhra Pradesh,Kurnool,518442,9,4,13
Andhra Pradesh,Kurnool,518452,21,11,32
Andhra Pradesh,Kurnool,518462,54,24,78
Andhra Pradesh,Kurnool,518463,63,23,86
Andhra Pradesh,Kurnool,518464,41,19,60
Andhra Pradesh,Kurnool,518465,52,20,72
Andhra Pradesh,Kurnool,518466,37,14,51
Andhra Pradesh,Kurnool,518467,30,12,42
Andhra Pradesh,Kurnool,518468,33,14,47
Andhra Pradesh,Kurnool,518502,26,14,40
Andhra Pradesh,Kurnool,518508,15,6,21
Andhra Pradesh,Kurnool,518510,10,4,14
Andhra Pradesh,Kurnool,518511,13,6,19
Andhra Pradesh,Kurnool,518512,12,6,18
Andhra Pradesh,Kurnool,518513,10,4,14
Andhra Pradesh,Kurnool,518523,9,4,13
Andhra Pradesh,Kurnool,518543,38,17,55
Andhra Pradesh,Kurnool,518553,20,9,29
Andhra Pradesh,Kurnool,518563,14,6,20
Andhra Pradesh,Kurnool,518573,8,5,13
Andhra Pradesh,Kurnool,518593,7,5,12
Andhra Pradesh,Kurnool,518594,11,6,17
Andhra Pradesh,Kurnool,518598,11,5,16
Andhra Pradesh,Kurnool,518599,23,8,31
Andhra Pradesh,Kurnool,518674,5,3,8
Andhra Pradesh,Mahbubnagar,509132,9,8,17
Andhra Pradesh,Mahbubnagar,509301,19,18,37
Andhra Pradesh,Mahbubnagar,509120,8,9,17
Andhra Pradesh,Mahbubnagar,509216,9,14,23
Andhra Pradesh,Mahbubnagar,509309,0,1,1
Andhra Pradesh,Medak,502001,10,9,19
Andhra Pradesh,Medak,502220,12,10,22
Andhra Pradesh,Medak,502246,4,6,10
Andhra Pradesh,Medak,502247,7,6,13
Andhra Pradesh,Medak,502248,9,7,16
Andhra Pradesh,Medak,502255,8,9,17
Andhra Pradesh,Medak,502295,4,5,9
Andhra Pradesh,Medak,502312,3,4,7
Andhra Pradesh,Medak,502334,11,10,21
Andhra Pradesh,N. T. R,520007,26,16,42
Andhra Pradesh,N. T. R,520010,18,14,32
Andhra Pradesh,N. T. R,520012,26,18,44
Andhra Pradesh,N. T. R,520015,36,19,55
Andhra Pradesh,N. T. R,521108,14,8,22
Andhra Pradesh,N. T. R,521175,21,11,32
Andhra Pradesh,N. T. R,521178,12,6,18
Andhra Pradesh,N. T. R,521180,18,9,27
Andhra Pradesh,N. T. R,521212,10,7,17
Andhra Pradesh,N. T. R,521226,1,1,2
Andhra Pradesh,N. T. R,521229,12,8,20
Andhra Pradesh,N. T. R,521230,24,19,43
Andhra Pradesh,N. T. R,521456,13,8,21
Andhra Pradesh,Nalgonda,508111,5,4,9
Andhra Pradesh,Nalgonda,508206,14,22,36
Andhra Pradesh,Nalgonda,508223,5,4,9
Andhra Pradesh,Nalgonda,508252,12,13,25
Andhra Pradesh,Nandyal,518123,17,8,25
Andhra Pradesh,Nandyal,518124,27,12,39
Andhra Pradesh,Nandyal,518134,16,10,26
Andhra Pradesh,Nandyal,518221,32,11,43
Andhra Pradesh,Nandyal,518401,35,17,52
Andhra Pradesh,Nandyal,518501,64,32,96
Andhra Pradesh,Nandyal,518533,25,11,36
Andhra Pradesh,Nandyal,518583,17,8,25
Andhra Pradesh,Nellore,524001,25,13,38
Andhra Pradesh,Nellore,524002,41,25,66
Andhra Pradesh,Nellore,524003,16,10,26
Andhra Pradesh,Nellore,524004,42,22,64
Andhra Pradesh,Nellore,524005,8,4,12
Andhra Pradesh,Nellore,524101,23,18,41
Andhra Pradesh,Nellore,524121,16,9,25
Andhra Pradesh,Nellore,524123,11,6,17
Andhra Pradesh,Nellore,524124,5,3,8
Andhra Pradesh,Nellore,524127,8,5,13
Andhra Pradesh,Nellore,524129,8,4,12
Andhra Pradesh,Nellore,524131,6,5,11
Andhra Pradesh,Nellore,524132,24,11,35
Andhra Pradesh,Nellore,524134,10,6,16
Andhra Pradesh,Nellore,524137,21,14,35
Andhra Pradesh,Nellore,524142,12,6,18
Andhra Pradesh,Nellore,524152,8,5,13
Andhra Pradesh,Nellore,524201,38,19,57
Andhra Pradesh,Nellore,524203,6,2,8
Andhra Pradesh,Nellore,524218,14,8,22
Andhra Pradesh,Nellore,524221,6,2,8
Andhra Pradesh,Nellore,524222,7,3,10
Andhra Pradesh,Nellore,524223,12,7,19
Andhra Pradesh,Nellore,524224,9,4,13
Andhra Pradesh,Nellore,524225,6,3,9
Andhra Pradesh,Nellore,524226,10,5,15
Andhra Pradesh,Nellore,524227,6,3,9
Andhra Pradesh,Nellore,524228,14,7,21
Andhra Pradesh,Nellore,524230,8,4,12
Andhra Pradesh,Nellore,524234,6,3,9
Andhra Pradesh,Nellore,524236,6,4,10
Andhra Pradesh,Nellore,524239,7,4,11
Andhra Pradesh,Nellore,524240,8,5,13
Andhra Pradesh,Nellore,524301,6,3,9
Andhra Pradesh,Nellore,524302,10,5,15
Andhra Pradesh,Nellore,524303,7,4,11
Andhra Pradesh,Nellore,524304,6,3,9
Andhra Pradesh,Nellore,524305,20,13,33
Andhra Pradesh,Nellore,524306,8,7,15
Andhra Pradesh,Nellore,524307,8,6,14
Andhra Pradesh,Nellore,524308,11,11,22
Andhra Pradesh,Nellore,524309,12,8,20
Andhra Pradesh,Nellore,524310,5,5,10
Andhra Pradesh,Nellore,524311,10,6,16
Andhra Pradesh,Nellore,524312,7,3,10
Andhra Pradesh,Nellore,524313,8,5,13
Andhra Pradesh,Nellore,524314,13,10,23
Andhra Pradesh,Nellore,524315,20,10,30
Andhra Pradesh,Nellore,524316,7,4,11
Andhra Pradesh,Nellore,524317,7,4,11
Andhra Pradesh,Nellore,524318,2,1,3
Andhra Pradesh,Nellore,524319,1,0,1
Andhra Pradesh,Nellore,524320,12,7,19
Andhra Pradesh,Nellore,524321,8,4,12
Andhra Pradesh,Nellore,524322,13,7,20
Andhra Pradesh,Nellore,524323,7,4,11
Andhra Pradesh,Nellore,524341,8,5,13
Andhra Pradesh,Nellore,524342,4,2,6
Andhra Pradesh,Nellore,524343,15,10,25
Andhra Pradesh,Nellore,524344,13,7,20
Andhra Pradesh,Nellore,524345,20,12,32
Andhra Pradesh,Nellore,524346,9,6,15
Andhra Pradesh,Nellore,524366,6,4,10
Andhra Pradesh,Nellore,524401,7,3,10
Andhra Pradesh,Nellore,524402,9,6,15
Andhra Pradesh,Nellore,524403,10,6,16
Andhra Pradesh,Nellore,524404,10,5,15
Andhra Pradesh,Nellore,524405,14,12,26
Andhra Pradesh,Nellore,524406,10,7,17
Andhra Pradesh,Nellore,524407,13,8,21
Andhra Pradesh,Nellore,524408,10,7,17
Andhra Pradesh,Nellore,524409,6,5,11
Andhra Pradesh,Nellore,524410,9,7,16
Andhra Pradesh,Nellore,524411,9,6,15
Andhra Pradesh,Nellore,524412,15,11,26
Andhra Pradesh,Nellore,524413,8,4,12
Andhra Pradesh,Nellore,524414,7,5,12
Andhra Pradesh,Nellore,524415,8,4,12
Andhra Pradesh,Nellore,524421,8,5,13
Andhra Pradesh,Nizamabad,503003,10,11,21
Andhra Pradesh,Nizamabad,503230,11,10,21
Andhra Pradesh,Nizamabad,503245,11,6,17
Andhra Pradesh,Nizamabad,503246,9,6,15
Andhra Pradesh,Palnadu,522414,26,20,46
Andhra Pradesh,Palnadu,522426,33,21,54
Andhra Pradesh,Palnadu,522614,20,10,30
Andhra Pradesh,Palnadu,522616,31,14,45
Andhra Pradesh,Palnadu,522647,36,23,59
Andhra Pradesh,Parvathipuram Manyam,532456,10,5,15
Andhra Pradesh,Parvathipuram Manyam,532460,21,15,36
Andhra Pradesh,Parvathipuram Manyam,535523,14,14,28
Andhra Pradesh,Parvathipuram Manyam,535524,10,8,18
Andhra Pradesh,Parvathipuram Manyam,535527,10,8,18
Andhra Pradesh,Prakasam,523001,72,36,108
Andhra Pradesh,Prakasam,523002,15,7,22
Andhra Pradesh,Prakasam,523101,34,21,55
Andhra Pradesh,Prakasam,523104,6,4,10
Andhra Pradesh,Prakasam,523105,27,18,45
Andhra Pradesh,Prakasam,523108,24,12,36
Andhra Pradesh,Prakasam,523109,14,9,23
Andhra Pradesh,Prakasam,523110,8,4,12
Andhra Pradesh,Prakasam,523111,16,11,27
Andhra Pradesh,Prakasam,523112,19,11,30
Andhra Pradesh,Prakasam,523113,11,10,21
Andhra Pradesh,Prakasam,523114,7,6,13
Andhra Pradesh,Prakasam,523115,8,5,13
Andhra Pradesh,Prakasam,523116,11,8,19
Andhra Pradesh,Prakasam,523117,8,5,13
Andhra Pradesh,Prakasam,523155,14,7,21
Andhra Pradesh,Prakasam,523157,19,10,29
Andhra Pradesh,Prakasam,523165,8,3,11
Andhra Pradesh,Prakasam,523166,14,6,20
Andhra Pradesh,Prakasam,523167,11,6,17
Andhra Pradesh,Prakasam,523168,4,2,6
Andhra Pradesh,Prakasam,523169,14,9,23
Andhra Pradesh,Prakasam,523170,5,2,7
Andhra Pradesh,Prakasam,523171,4,2,6
Andhra Pradesh,Prakasam,523180,9,5,14
Andhra Pradesh,Prakasam,523181,4,2,6
Andhra Pradesh,Prakasam,523182,9,5,14
Andhra Pradesh,Prakasam,523183,11,5,16
Andhra Pradesh,Prakasam,523184,5,2,7
Andhra Pradesh,Prakasam,523185,4,2,6
Andhra Pradesh,Prakasam,523186,13,9,22
Andhra Pradesh,Prakasam,523187,13,6,19
Andhra Pradesh,Prakasam,523190,9,5,14
Andhra Pradesh,Prakasam,523201,24,11,35
Andhra Pradesh,Prakasam,523211,17,9,26
Andhra Pradesh,Prakasam,523212,12,6,18
Andhra Pradesh,Prakasam,523213,7,5,12
Andhra Pradesh,Prakasam,523214,1,0,1
Andhra Pradesh,Prakasam,523223,6,4,10
Andhra Pradesh,Prakasam,523224,14,7,21
Andhra Pradesh,Prakasam,523225,24,13,37
Andhra Pradesh,Prakasam,523226,28,16,44
Andhra Pradesh,Prakasam,523227,8,4,12
Andhra Pradesh,Prakasam,523228,7,3,10
Andhra Pradesh,Prakasam,523230,30,17,47
Andhra Pradesh,Prakasam,523240,38,22,60
Andhra Pradesh,Prakasam,523241,20,10,30
Andhra Pradesh,Prakasam,523245,9,5,14
Andhra Pradesh,Prakasam,523246,11,4,15
Andhra Pradesh,Prakasam,523247,39,20,59
Andhra Pradesh,Prakasam,523252,10,5,15
Andhra Pradesh,Prakasam,523253,22,14,36
Andhra Pradesh,Prakasam,523254,10,6,16
Andhra Pradesh,Prakasam,523260,13,7,20
Andhra Pradesh,Prakasam,523261,10,6,16
Andhra Pradesh,Prakasam,523262,8,4,12
Andhra Pradesh,Prakasam,523263,11,6,17
Andhra Pradesh,Prakasam,523264,19,10,29
Andhra Pradesh,Prakasam,523265,21,12,33
Andhra Pradesh,Prakasam,523270,19,12,31
Andhra Pradesh,Prakasam,523271,13,8,21
Andhra Pradesh,Prakasam,523272,18,10,28
Andhra Pradesh,Prakasam,523273,6,4,10
Andhra Pradesh,Prakasam,523274,16,11,27
Andhra Pradesh,Prakasam,523279,6,5,11
Andhra Pradesh,Prakasam,523280,11,6,17
Andhra Pradesh,Prakasam,523281,9,8,17
Andhra Pradesh,Prakasam,523286,17,9,26
Andhra Pradesh,Prakasam,523291,6,3,9
Andhra Pradesh,Prakasam,523292,17,10,27
Andhra Pradesh,Prakasam,523301,21,11,32
Andhra Pradesh,Prakasam,523302,16,9,25
Andhra Pradesh,Prakasam,523304,33,14,47
Andhra Pradesh,Prakasam,523305,23,12,35
Andhra Pradesh,Prakasam,523315,19,8,27
Andhra Pradesh,Prakasam,523316,34,19,53
Andhra Pradesh,Prakasam,523320,23,13,36
Andhra Pradesh,Prakasam,523326,35,17,52
Andhra Pradesh,Prakasam,523327,47,26,73
Andhra Pradesh,Prakasam,523328,25,15,40
Andhra Pradesh,Prakasam,523329,21,14,35
Andhra Pradesh,Prakasam,523330,21,11,32
Andhra Pradesh,Prakasam,523331,34,21,55
Andhra Pradesh,Prakasam,523332,10,5,15
Andhra Pradesh,Prakasam,523333,26,14,40
Andhra Pradesh,Prakasam,523334,16,8,24
Andhra Pradesh,Prakasam,523335,7,4,11
Andhra Pradesh,Prakasam,523336,7,4,11
Andhra Pradesh,Prakasam,523346,15,7,22
Andhra Pradesh,Prakasam,523356,8,5,13
Andhra Pradesh,Prakasam,523357,34,16,50
Andhra Pradesh,Prakasam,523367,15,6,21
Andhra Pradesh,Prakasam,523368,10,5,15
Andhra Pradesh,Prakasam,523369,6,2,8
Andhra Pradesh,Prakasam,523370,8,3,11
Andhra Pradesh,Prakasam,523371,13,6,19
Andhra Pradesh,Prakasam,523372,9,4,13
Andhra Pradesh,Prakasam,523373,14,7,21
Andhra Pradesh,Rangareddi,500005,31,31,62
Andhra Pradesh,Rangareddi,500015,10,13,23
Andhra Pradesh,Rangareddi,500019,14,12,26
Andhra Pradesh,Rangareddi,500037,11,13,24
Andhra Pradesh,Rangareddi,500060,11,16,27
Andhra Pradesh,Rangareddi,500070,17,21,38
Andhra Pradesh,Rangareddi,500098,5,5,10
Andhra Pradesh,Rangareddi,501141,10,11,21
Andhra Pradesh,Rangareddi,501505,13,18,31
Andhra Pradesh,Sri Potti Sriramulu Nellore,524347,1,0,1
Andhra Pradesh,Sri Sathya Sai,515201,23,10,33
Andhra Pradesh,Sri Sathya Sai,515202,1,0,1
Andhra Pradesh,Sri Sathya Sai,515241,4,3,7
Andhra Pradesh,Sri Sathya Sai,515286,5,3,8
Andhra Pradesh,Sri Sathya Sai,515521,8,3,11
Andhra Pradesh,Sri Sathya Sai,515551,3,2,5
Andhra Pradesh,Sri Sathya Sai,515581,8,4,12
Andhra Pradesh,Sri Sathya Sai,515591,19,8,27
Andhra Pradesh,Srikakulam,532001,53,30,83
Andhra Pradesh,Srikakulam,532005,14,8,22
Andhra Pradesh,Srikakulam,532123,19,12,31
Andhra Pradesh,Srikakulam,532148,20,9,29
Andhra Pradesh,Srikakulam,532185,52,28,80
Andhra Pradesh,Srikakulam,532190,11,6,17
Andhra Pradesh,Srikakulam,532195,39,20,59
Andhra Pradesh,Srikakulam,532201,68,38,106
Andhra Pradesh,Srikakulam,532211,19,11,30
Andhra Pradesh,Srikakulam,532212,16,9,25
Andhra Pradesh,Srikakulam,532213,26,15,41
Andhra Pradesh,Srikakulam,532214,20,12,32
Andhra Pradesh,Srikakulam,532215,13,6,19
Andhra Pradesh,Srikakulam,532216,10,5,15
Andhra Pradesh,Srikakulam,532218,20,13,33
Andhra Pradesh,Srikakulam,532219,7,5,12
Andhra Pradesh,Srikakulam,532220,16,9,25
Andhra Pradesh,Srikakulam,532221,28,15,43
Andhra Pradesh,Srikakulam,532222,37,18,55
Andhra Pradesh,Srikakulam,532242,17,15,32
Andhra Pradesh,Srikakulam,532243,20,13,33
Andhra Pradesh,Srikakulam,532263,15,7,22
Andhra Pradesh,Srikakulam,532264,23,14,37
Andhra Pradesh,Srikakulam,532284,28,12,40
Andhra Pradesh,Srikakulam,532290,19,10,29
Andhra Pradesh,Srikakulam,532291,13,7,20
Andhra Pradesh,Srikakulam,532292,17,7,24
Andhra Pradesh,Srikakulam,532312,59,27,86
Andhra Pradesh,Srikakulam,532322,23,9,32
Andhra Pradesh,Srikakulam,532401,28,16,44
Andhra Pradesh,Srikakulam,532402,14,10,24
Andhra Pradesh,Srikakulam,532403,45,21,66
Andhra Pradesh,Srikakulam,532404,17,8,25
Andhra Pradesh,Srikakulam,532405,16,9,25
Andhra Pradesh,Srikakulam,532406,11,5,16
Andhra Pradesh,Srikakulam,532407,61,31,92
Andhra Pradesh,Srikakulam,532408,19,9,28
Andhra Pradesh,Srikakulam,532409,31,13,44
Andhra Pradesh,Srikakulam,532410,16,8,24
Andhra Pradesh,Srikakulam,532421,41,20,61
Andhra Pradesh,Srikakulam,532425,16,9,25
Andhra Pradesh,Srikakulam,532426,14,5,19
Andhra Pradesh,Srikakulam,532427,11,6,17
Andhra Pradesh,Srikakulam,532428,7,4,11
Andhra Pradesh,Srikakulam,532429,15,7,22
Andhra Pradesh,Srikakulam,532430,25,13,38
Andhra Pradesh,Srikakulam,532432,14,7,21
Andhra Pradesh,Srikakulam,532440,20,12,32
Andhra Pradesh,Srikakulam,532443,11,8,19
Andhra Pradesh,Srikakulam,532445,22,12,34
Andhra Pradesh,Srikakulam,532455,23,12,35
Andhra Pradesh,Srikakulam,532457,14,8,22
Andhra Pradesh,Srikakulam,532458,20,12,32
Andhra Pradesh,Srikakulam,532459,31,18,49
Andhra Pradesh,Srikakulam,532461,7,4,11
Andhra Pradesh,Srikakulam,532462,9,5,14
Andhra Pradesh,Srikakulam,532474,11,5,16
Andhra Pradesh,Srikakulam,532484,17,11,28
Andhra Pradesh,Tirupati,517112,13,7,20
Andhra Pradesh,Tirupati,517502,9,6,15
Andhra Pradesh,Tirupati,517551,9,5,14
Andhra Pradesh,Tirupati,517619,10,6,16
Andhra Pradesh,Tirupati,517620,9,6,15
Andhra Pradesh,Tirupati,517645,2,0,2
Andhra Pradesh,Tirupati,524126,20,12,32
Andhra Pradesh,Visakhapatnam,530001,52,31,83
Andhra Pradesh,Visakhapatnam,530002,20,14,34
Andhra Pradesh,Visakhapatnam,530003,7,7,14
Andhra Pradesh,Visakhapatnam,530004,22,18,40
Andhra Pradesh,Visakhapatnam,530005,8,5,13
Andhra Pradesh,Visakhapatnam,530007,17,13,30
Andhra Pradesh,Visakhapatnam,530008,40,29,69
